organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357633	FDAARGOS_1188		FDAARGOS_1188		Zaire ebolavirus/RA1121_SD9_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1188	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357632	FDAARGOS_1187		FDAARGOS_1187		Zaire ebolavirus/RA1124_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1187	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357631	FDAARGOS_1186		FDAARGOS_1186		Zaire ebolavirus/RA0067_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1186	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357630	FDAARGOS_1185		FDAARGOS_1185		Zaire ebolavirus/RQ9155_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1185	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357629	FDAARGOS_1184		FDAARGOS_1184		Zaire ebolavirus/RQ9621_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1184	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357628	FDAARGOS_1183		FDAARGOS_1183		Zaire ebolavirus/RA01125_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1183	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357627	FDAARGOS_1182		FDAARGOS_1182		Zaire ebolavirus/RA0994_SD9_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1182	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357626	FDAARGOS_1181		FDAARGOS_1181		Zaire ebolavirus/RA0886_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1181	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357625	FDAARGOS_1180		FDAARGOS_1180		Zaire ebolavirus/RA0001_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1180	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357624	FDAARGOS_1179		FDAARGOS_1179		Zaire ebolavirus/RA1144_SD9_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1179	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357623	FDAARGOS_1178		FDAARGOS_1178		Zaire ebolavirus/RA1141_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1178	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357622	FDAARGOS_1177		FDAARGOS_1177		Zaire ebolavirus/RA0212_SD7_FT	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1177	IRF strain			Ebola Virus Disease						
Zaire ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186538	ARGOS_000010	v1.4	PRJNA231221	SAMN16357621	FDAARGOS_1176		FDAARGOS_1176		Zaire ebolavirus/IRF0176_MAEBOV	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1176	IRF strain			Ebola Virus Disease						
Yellow fever virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	11089	ARGOS_000010	v1.4	PRJNA231221	SAMN16357620	FDAARGOS_1175		FDAARGOS_1175		Yellow fever virus/IRF0017_YFV_ASIBI	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1175	IRF strain			Yellow Fever						
West Nile virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	11082	ARGOS_000010	v1.4	PRJNA231221	SAMN16357619	FDAARGOS_1174		FDAARGOS_1174		West Nile virus/IRF0029_WNV_385-99	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1174	IRF strain			West Nile Virus Disease						
Tai Forest ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186541	ARGOS_000010	v1.4	PRJNA231221	SAMN16357618	FDAARGOS_1173		FDAARGOS_1173		Tai Forest eboloavirus/IRF0360_TAPV	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1173	IRF strain			Ebola Virus Disease						
Hendra henipavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus	63330	ARGOS_000010	v1.4	PRJNA231221	SAMN16357617	FDAARGOS_1172		FDAARGOS_1172		Hendra henipavirus/IRF0359_HEV	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1172	IRF strain			Hendra Henipavirus Disease						
Bundibugyo ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	565995	ARGOS_000010	v1.4	PRJNA231221	SAMN16357616	FDAARGOS_1171		FDAARGOS_1171		Bundibugyo ebolavirus/IRF0358_BDBV_BUTALYA	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1171	IRF strain			Ebola Virus Disease						
Marburg marburgvirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	11269	ARGOS_000010	v1.4	PRJNA231221	SAMN16357615	FDAARGOS_1170		FDAARGOS_1170		Marburg virus/IRF0328_MARV_CI67	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1170	IRF strain			Marburg Virus Disease						
Marburg marburgvirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	11269	ARGOS_000010	v1.4	PRJNA231221	SAMN16357614	FDAARGOS_1169		FDAARGOS_1169		Ravn virus/IRF0322_RAVN	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1169	IRF strain			Ravn Virus Disease						
Marburg marburgvirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	11269	ARGOS_000010	v1.4	PRJNA231221	SAMN16357613	FDAARGOS_1168		FDAARGOS_1168		Marburg virus/IRF0296_MARV_MUSOKE	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1168	IRF strain			Marburg Virus Disease						
Sudan ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186540	ARGOS_000010	v1.4	PRJNA231221	SAMN16357612	FDAARGOS_1167		FDAARGOS_1167		Sudan ebolavirus/IRF0207_SUDV_GULU	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1167	IRF strain			Ebola Virus Disease						
Marburg marburgvirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	11269	ARGOS_000010	v1.4	PRJNA231221	SAMN16357611	FDAARGOS_1166		FDAARGOS_1166		Marburg virus/IRF0202_MARV_ANGOLA	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1166	IRF strain			Marburg Virus Disease						
Reston ebolavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Ebolavirus	186539	ARGOS_000010	v1.4	PRJNA231221	SAMN16357610	FDAARGOS_1165		FDAARGOS_1165		Reston ebolavirus/IRBF0195_RESTV_AZ1435	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1165	IRF strain			Ebola Virus Disease						
Nipah henipavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus	121791	ARGOS_000010	v1.4	PRJNA231221	SAMN16357609	FDAARGOS_1164		FDAARGOS_1164		Nipah henipavirus/IRF0160_NIV-MALAYSIA	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1164	IRF strain			Nipah Henipavirus Disease						
Middle East respiratory syndrome-related coronavirus		Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus	1335626	ARGOS_000010	v1.4	PRJNA231221	SAMN16357608	FDAARGOS_1163		FDAARGOS_1163		Middle East respiratory syndrome-related coronavirus/IRF0038_MERS_EMC	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1163	IRF strain			Coronavirus Disease						
Middle East respiratory syndrome-related coronavirus		Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus	1335626	ARGOS_000010	v1.4	PRJNA231221	SAMN16357607	FDAARGOS_1162		FDAARGOS_1162		Middle East respiratory syndrome-related coronavirus/IRF0021_MERS_JOR	NIAID IRF	missing	missing	IRF Isolate	not applicable	FDA:FDAARGOS_1162	IRF strain			Coronavirus Disease						
Psychrobacter sanguinis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	861445	ARGOS_000010	v1.4	PRJNA231221	SAMN23242893	FDAARGOS_1624		FDAARGOS_1624			missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Nocardia yamanashiensis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia	209247	ARGOS_000010	v1.4	PRJNA231221	SAMN23242892	FDAARGOS_1623		FDAARGOS_1623		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Nocardia asteroides		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia	1824	ARGOS_000010	v1.4	PRJNA231221	SAMN23242891	FDAARGOS_1622		FDAARGOS_1622		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Nocardia asteroides		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia	1824	ARGOS_000010	v1.4	PRJNA231221	SAMN23242890	FDAARGOS_1621		FDAARGOS_1621		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Nocardia asteroides		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia	1824	ARGOS_000010	v1.4	PRJNA231221	SAMN23242889	FDAARGOS_1620		FDAARGOS_1620		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Nocardia gipuzkoensis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Nocardiaceae; Nocardia	2749991	ARGOS_000010	v1.4	PRJNA231221	SAMN23242888	FDAARGOS_1619		FDAARGOS_1619		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycolicibacterium smegmatis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium	1772	ARGOS_000010	v1.4	PRJNA231221	SAMN23242887	FDAARGOS_1618		FDAARGOS_1618		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycolicibacterium smegmatis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycolicibacterium	1772	ARGOS_000010	v1.4	PRJNA231221	SAMN23242886	FDAARGOS_1617		FDAARGOS_1617		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium kansasii		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium	1768	ARGOS_000010	v1.4	PRJNA231221	SAMN23242885	FDAARGOS_1616		FDAARGOS_1616		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium kansasii		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium	1768	ARGOS_000010	v1.4	PRJNA231221	SAMN23242884	FDAARGOS_1615		FDAARGOS_1615		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium kansasii		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium	1768	ARGOS_000010	v1.4	PRJNA231221	SAMN23242883	FDAARGOS_1614		FDAARGOS_1614		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium ostraviense		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium	2738409	ARGOS_000010	v1.4	PRJNA231221	SAMN23242882	FDAARGOS_1613		FDAARGOS_1613		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium intracellulare		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)	1767	ARGOS_000010	v1.4	PRJNA231221	SAMN23242881	FDAARGOS_1612		FDAARGOS_1612		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium intracellulare		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)	1767	ARGOS_000010	v1.4	PRJNA231221	SAMN23242880	FDAARGOS_1611		FDAARGOS_1611		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium intracellulare subsp. intracellulare		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC); Mycobacterium intracellulare	35617	ARGOS_000010	v1.4	PRJNA231221	SAMN23242879	FDAARGOS_1610		FDAARGOS_1610		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium avium subsp. avium		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC); Mycobacterium avium	44454	ARGOS_000010	v1.4	PRJNA231221	SAMN23242878	FDAARGOS_1609		FDAARGOS_1609		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacterium avium subsp. avium		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC); Mycobacterium avium	44454	ARGOS_000010	v1.4	PRJNA231221	SAMN23242877	FDAARGOS_1608		FDAARGOS_1608		Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Coprococcus eutactus ATCC 27759		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Coprococcus; Coprococcus eutactus	411474	ARGOS_000010	v1.4	PRJNA231221	SAMN22091678	FDAARGOS_1581		FDAARGOS_1581			missing	Unknown	USA: Silver Spring	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Parabacteroides johnsonii		cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	387661	ARGOS_000010	v1.4	PRJNA231221	SAMN22091677	FDAARGOS_1580		FDAARGOS_1580			missing	Unknown	USA: Silver Spring	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Odoribacter splanchnicus DSM 20712		cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Odoribacteraceae; Odoribacter; Odoribacter splanchnicus	709991	ARGOS_000010	v1.4	PRJNA231221	SAMN22091676	FDAARGOS_1579		FDAARGOS_1579		Not applicable	missing	Unknown	USA: Silver Spring	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Alistipes senegalensis		cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes	1288121	ARGOS_000010	v1.4	PRJNA231221	SAMN22091675	FDAARGOS_1578		FDAARGOS_1578			missing	Unknown	USA: Silver Spring	missing	Not applicable	DSM:25460	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Blautia massiliensis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Blautia	1737424	ARGOS_000010	v1.4	PRJNA231221	SAMN22091673	FDAARGOS_1576		FDAARGOS_1576			missing	Unknown	USA: Silver Spring	missing	Not applicable	Not applicable	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Roseburia inulinivorans DSM 16841		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Clostridia; Eubacteriales; Lachnospiraceae; Roseburia; Roseburia inulinivorans	622312	ARGOS_000010	v1.4	PRJNA231221	SAMN22091684	FDAARGOS_1587		FDAARGOS_1587		Not applicable	FDA_CARL	Unknown	USA: Silver Spring	FDA Carlson Lab	Not applicable	Not applicable	unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Parabacteroides merdae		cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	46503	ARGOS_000010	v1.4	PRJNA231221	SAMN22091683	FDAARGOS_1586		FDAARGOS_1586			missing	Unknown	USA: Silver Spring	missing	Not applicable	DSMZ:19495	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
