organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228584	FDAARGOS_604	SRR8283299	GCF_003798085.1	Pathogen: environmental/food/other sample from Yersinia pestis	Illumina HiSeq 4000	Not applicable	USAMRIID<Indonesia	1957	Indonesia: Java	environmental	Not applicable	FDA:FDAARGOS_604	Rat	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228581	FDAARGOS_601	SRR8072959	GCF_003798225.1	Pathogen: clinical or host-associated sample from Yersinia pestis	PacBio RS	Not applicable	USAMRIID< Belgian Congo	1954	Democratic Republic of the Congo	UCC isolate	Not applicable	FDA:FDAARGOS_601	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228581	FDAARGOS_601	SRR8072960	GCF_003798225.1	Pathogen: clinical or host-associated sample from Yersinia pestis	Illumina HiSeq 4000	Not applicable	USAMRIID< Belgian Congo	1954	Democratic Republic of the Congo	UCC isolate	Not applicable	FDA:FDAARGOS_601	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228585	FDAARGOS_605	SRR8283301	GCF_003797205.1	Pathogen: clinical or host-associated sample from Yersinia pestis	Illumina HiSeq 4000	Not applicable	USAMRIID	1969	Bolivia: La Paz	UCC Isolate	Not applicable	FDA:FDAARGOS_605	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228585	FDAARGOS_605	SRR8283302	GCF_003797205.1	Pathogen: clinical or host-associated sample from Yersinia pestis	PacBio RS	Not applicable	USAMRIID	1969	Bolivia: La Paz	UCC Isolate	Not applicable	FDA:FDAARGOS_605	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228582	FDAARGOS_602	SRR8283297	GCF_003798345.1	Pathogen: clinical or host-associated sample from Yersinia pestis	PacBio RS	Not applicable	USAMRIID<USSR	1984	USSR	UCC isolate	Not applicable	FDA:FDAARGOS_602	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pestis	Not applicable	Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228582	FDAARGOS_602	SRR8283298	GCF_003798345.1	Pathogen: clinical or host-associated sample from Yersinia pestis	Illumina HiSeq 4000	Not applicable	USAMRIID<USSR	1984	USSR	UCC isolate	Not applicable	FDA:FDAARGOS_602	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN21402693	FDAARGOS_1526	SRR16249286	GCF_020297525.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:27638	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN21402693	FDAARGOS_1526	SRR16249285	GCF_020297525.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:27638	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN16357487	FDAARGOS_1345	SRR13674414	GCF_016985475.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina NovaSeq 6000	Not applicable	FDA-Stanford Microbiome Effort	Unknown	USA:MD	missing	Not applicable	FDA:FDAARGOS_1345	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN16357487	FDAARGOS_1345	SRR13674413	GCF_016985475.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Sequel	Not applicable	FDA-Stanford Microbiome Effort	Unknown	USA:MD	missing	Not applicable	FDA:FDAARGOS_1345	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN21402694	FDAARGOS_1527	SRR16249300	GCF_020297505.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:29747	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN21402694	FDAARGOS_1527	SRR16249299	GCF_020297505.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:29747	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875593	FDAARGOS_267	SRR4125183	GCF_002073735.2	Pathogen: clinical or host-associated sample from Clostridioides difficile	PacBio RS	Not Applicable	ATCC < F E Clark	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:9689D-5	Missing	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875593	FDAARGOS_267	SRR4125182	GCF_002073735.2	Pathogen: clinical or host-associated sample from Clostridioides difficile	PacBio RS	Not Applicable	ATCC < F E Clark	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:9689D-5	Missing	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875593	FDAARGOS_267	SRR4125181	GCF_002073735.2	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina HiSeq 2500	Not Applicable	ATCC < F E Clark	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:9689D-5	Missing	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875594	FDAARGOS_268	SRR4125184	GCF_002082945.2	Pathogen: clinical or host-associated sample from Clostridioides difficile	PacBio RS	Not Applicable	ATCC < B Wren < H Maschler	1982	Switzerland	human feces	Not Applicable	ATCC:BAA-1382D-5	Homo sapiens	Missing	Hospitalized patient in surgical ward	Severe pseudomembraneous colitis	Alive	Missing	Missing	Missing	Culture, plasmid agarose gel electrophoresis, phenotypic identification
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875594	FDAARGOS_268	SRR4125185	GCF_002082945.2	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina HiSeq 2500	Not Applicable	ATCC < B Wren < H Maschler	1982	Switzerland	human feces	Not Applicable	ATCC:BAA-1382D-5	Homo sapiens	Missing	Hospitalized patient in surgical ward	Severe pseudomembraneous colitis	Alive	Missing	Missing	Missing	Culture, plasmid agarose gel electrophoresis, phenotypic identification
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN20888886	FDAARGOS_1469	SRR16259732	GCF_019931025.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina NovaSeq 6000	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:102978	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN20888886	FDAARGOS_1469	SRR16259733	GCF_019931025.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Sequel	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:102978	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875595	FDAARGOS_269	SRR4125187	GCF_002082985.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	PacBio RS	Not Applicable	ATCC, B Limbago	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:BAA-1872D-5	Environment	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification
Clostridioides difficile		Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN04875595	FDAARGOS_269	SRR4125186	GCF_002082985.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina HiSeq 2500	Not Applicable	ATCC, B Limbago	Missing	USA:VA	ATCC strain	Not Applicable	ATCC:BAA-1872D-5	Environment	Missing	Missing	Infection with Peptoclostridium difficile	Missing		Missing	Missing	Phenotypic identification
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN21402692	FDAARGOS_1525	SRR16249307	GCF_020341515.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:1296	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN21402692	FDAARGOS_1525	SRR16249308	GCF_020341515.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:1296	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN11056438	FDAARGOS_723	SRR9172306	GCF_009730495.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	Illumina HiSeq 4000	Not applicable	ATCC	Unknown	USA:VA	clinical isolate	Not applicable	FDA:FDAARGOS_723	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Clostridioides difficile	Not applicable	Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Clostridioides	1496	ARGOS_000091	v1.6	PRJNA231221	SAMN11056438	FDAARGOS_723	SRR9172307	GCF_009730495.1	Pathogen: clinical or host-associated sample from Clostridioides difficile	PacBio RS	Not applicable	ATCC	Unknown	USA:VA	clinical isolate	Not applicable	FDA:FDAARGOS_723	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Acinetobacter calcoaceticus	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	471	ARGOS_000091	v1.6	PRJNA231221	SAMN16357360	FDAARGOS_1218	SRR13181986	GCF_016939475.1	Pathogen: clinical or host-associated sample from Acinetobacter calcoaceticus	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:9340	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Acinetobacter calcoaceticus	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	471	ARGOS_000091	v1.6	PRJNA231221	SAMN16357360	FDAARGOS_1218	SRR13181985	GCF_016939475.1	Pathogen: clinical or host-associated sample from Acinetobacter calcoaceticus	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:9340	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Acinetobacter nosocomialis		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	106654	ARGOS_000091	v1.6	PRJNA231221	SAMN03996318	FDAARGOS_129	SRR2819364	GCF_002951295.1	Pathogen: clinical or host-associated sample from Acinetobacter nosocomialis	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	2014-12	USA:DC	abscess	Not Applicable	FDA:FDAARGOS_129	Homo sapiens	12Y	Missing	Perforated appendicitis	Missing	Missing	Missing	female	phenotypic identification
Acinetobacter nosocomialis		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	106654	ARGOS_000091	v1.6	PRJNA231221	SAMN03996318	FDAARGOS_129	SRR2819363	GCF_002951295.1	Pathogen: clinical or host-associated sample from Acinetobacter nosocomialis	PacBio RS	Not Applicable	Children's National Hospital	2014-12	USA:DC	abscess	Not Applicable	FDA:FDAARGOS_129	Homo sapiens	12Y	Missing	Perforated appendicitis	Missing	Missing	Missing	female	phenotypic identification
Acinetobacter nosocomialis		Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex	106654	ARGOS_000091	v1.6	PRJNA231221	SAMN03996318	FDAARGOS_129	SRR2819362	GCF_002951295.1	Pathogen: clinical or host-associated sample from Acinetobacter nosocomialis	PacBio RS	Not Applicable	Children's National Hospital	2014-12	USA:DC	abscess	Not Applicable	FDA:FDAARGOS_129	Homo sapiens	12Y	Missing	Perforated appendicitis	Missing	Missing	Missing	female	phenotypic identification
Yersinia pseudotuberculosis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	633	ARGOS_000091	v1.6	PRJNA231221	SAMN10228561	FDAARGOS_581	SRR8283089	GCF_003798425.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	PacBio RS	Not applicable	BEI < JB Bliska	Unknown	France	BEI Isolate	Not applicable	FDA:FDAARGOS_581	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pseudotuberculosis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	633	ARGOS_000091	v1.6	PRJNA231221	SAMN10228561	FDAARGOS_581	SRR8283090	GCF_003798425.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	Illumina HiSeq 4000	Not applicable	BEI < JB Bliska	Unknown	France	BEI Isolate	Not applicable	FDA:FDAARGOS_581	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pseudotuberculosis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	633	ARGOS_000091	v1.6	PRJNA231221	SAMN10228561	FDAARGOS_581	SRR8283091	GCF_003798425.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	Illumina HiSeq 4000	Not applicable	BEI < JB Bliska	Unknown	France	BEI Isolate	Not applicable	FDA:FDAARGOS_581	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pseudotuberculosis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	633	ARGOS_000091	v1.6	PRJNA231221	SAMN10228560	FDAARGOS_580	SRR8072915	GCF_003798445.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	Illumina HiSeq 4000	Not applicable	BEI < JB Bliska	Unknown	France	BEI Isolate	Not applicable	FDA:FDAARGOS_580	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pseudotuberculosis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	633	ARGOS_000091	v1.6	PRJNA231221	SAMN10228560	FDAARGOS_580	SRR8072914	GCF_003798445.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	Illumina HiSeq 4000	Not applicable	BEI < JB Bliska	Unknown	France	BEI Isolate	Not applicable	FDA:FDAARGOS_580	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia pseudotuberculosis	Not applicable	Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	633	ARGOS_000091	v1.6	PRJNA231221	SAMN10228560	FDAARGOS_580	SRR8072916	GCF_003798445.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	PacBio RS	Not applicable	BEI < JB Bliska	Unknown	France	BEI Isolate	Not applicable	FDA:FDAARGOS_580	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
